"record_id","timeline","english_title","english_date","english_popup","ndn (Nepali title)","ndate (Nepali date)","npopup (Nepali popup)"
"5964018443fbce217a9bc5bc#26","Nepalese Prime Ministers","None*","1955-1956","'*There was no Prime Minister at this time, but the King was Mahendra Bir Bikram Shah<br>Political Party: Nepal Praja'","","",""
"5964018443fbce217a9bc5bc#27","Nepalese Prime Ministers","Tanka Prasad Acharya","1956-1957","'19th Prime Minister <br>Political Party: Parishad '","","",""
"5964018443fbce217a9bc5bc#28","Nepalese Prime Ministers","Kunwar Inderjit Singh","1957-1958","'20th Prime Minister <br>Political Party: United Democratic Party '","","",""
"5964018443fbce217a9bc5bc#29","Nepalese Prime Ministers","Subarna Shamsher Rana","1958-1959","'21st Prime Minister<br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#30","Nepalese Prime Ministers","Bishweshwar Prasad Koirala","1959-1960","'22nd Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#31","Nepalese Prime Ministers","Tulsi Giri","1960-1963","'23rd Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#32","Nepalese Prime Ministers","Surya Bahadur Thapa","1963-1964","'24th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#33","Nepalese Prime Ministers","Tulsi Giri","1964-1965","'23rd Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#34","Nepalese Prime Ministers","Surya Bahadur Thapa","1965-1969","'24th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#35","Nepalese Prime Ministers","Kirti Nidhi Bista","1969-1970","'25th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#36","Nepalese Prime Ministers","None*","1970-1971","'*The Acting Prime Minister was Gehendra Bahadur Rajbhandari<br>Party: Nonpartisan'","","",""
"5964018443fbce217a9bc5bc#37","Nepalese Prime Ministers","Kirti Nidhi Bista","1971-1973","'25th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#38","Nepalese Prime Ministers","Nagendra Prasad Rijal","1973-1975","'26th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#39","Nepalese Prime Ministers","Tulsi Giri","1975-1977","'23rd Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#40","Nepalese Prime Ministers","Kirti Nidhi Bista","1977-1979","'25th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#41","Nepalese Prime Ministers","Surya Bahadur Thapa","1979-1983","'24th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#42","Nepalese Prime Ministers","Lokendra Bahadur Chand","1983-1986","'27th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#43","Nepalese Prime Ministers","Nagendra Prasad Rijal","1986-1986","'26th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#44","Nepalese Prime Ministers","Marich Man Singh Shrestha","1986-1990","'28th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#45","Nepalese Prime Ministers","Lokendra Bahadur Chand","1990-1990","'27th Prime Minister <br>Political Party: Nonpartisan '","","",""
"5964018443fbce217a9bc5bc#46","Nepalese Prime Ministers","Krishna Prasad Bhattarai","1990-1991","'29th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#47","Nepalese Prime Ministers","Girija Prasad Koirala","1991-1994","'30th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#48","Nepalese Prime Ministers","Man Mohan Adhikari","1994-1995","'31st Prime Minister <br>Political Party: Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#49","Nepalese Prime Ministers","Sher Bahadur Deuba","1995-1997","'32nd Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#50","Nepalese Prime Ministers","Lokendra Bahadur Chand","1997-1997","'27th Prime Minister <br>Political Party: Rastriya Prajatantra Party '","","",""
"5964018443fbce217a9bc5bc#51","Nepalese Prime Ministers","Surya Bahadur Thapa","1997-1998","'24th Prime Minister <br>Political Party: Rastriya Prajatantra Party '","","",""
"5964018443fbce217a9bc5bc#52","Nepalese Prime Ministers","Girija Prasad Koirala","1998-1999","'30th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#53","Nepalese Prime Ministers","Krishna Prasad Bhattarai","1999-2000","'29th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#54","Nepalese Prime Ministers","Girija Prasad Koirala","2000-2001","'30th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#55","Nepalese Prime Ministers","Sher Bahadur Deuba","2001-2002","'32nd Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#56","Nepalese Prime Ministers","None*","2002-2002","'*There was no Prime Minister at this time, but the King was Gyanendra Bir Bikram Shah '","","",""
"5964018443fbce217a9bc5bc#57","Nepalese Prime Ministers","Lokendra Bahadur Chand","2002-2003","'27th Prime Minister <br>Political Party: Rastriya Prajatantra Party '","","",""
"5964018443fbce217a9bc5bc#58","Nepalese Prime Ministers","Surya Bahadur Thapa","2003-2004","'24th Prime Minister <br>Political Party: Rastriya Prajatantra Party '","","",""
"5964018443fbce217a9bc5bc#59","Nepalese Prime Ministers","Sher Bahadur Deuba","2004-2005","'32nd Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#60","Nepalese Prime Ministers","None*","2005-2006","'*There was no Prime Minister at this time, but the King was Gyanendra Bir Bikram Shah '","","",""
"5964018443fbce217a9bc5bc#61","Nepalese Prime Ministers","Girija Prasad Koirala","2006-2008","'30th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#62","Nepalese Prime Ministers","Girija Prasad Koirala","2008-2008","'30th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#63","Nepalese Prime Ministers","Pushpa Kamal Dahal","2008-2009","'33rd Prime Minister <br>Political Party: Unified Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#64","Nepalese Prime Ministers","Madhav Kumar Nepal","2009-2011","'34th Prime Minister <br>Political Party: Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#65","Nepalese Prime Ministers","Jhala Nath Khanal","2011-2011","'35th Prime Minister <br>Political Party: Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#66","Nepalese Prime Ministers","Baburum Bhattarai","2011-2013","'36th Prime Minister <br>Political Party: Unified Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#67","Nepalese Prime Ministers","None*","2013-2014","'*The Acting Prime Minister was Khil Raj Regmi <br>Political Party: Nonpartisan'","","",""
"5964018443fbce217a9bc5bc#68","Nepalese Prime Ministers","Sushil Koirala","2014-2015","'37th Prime Minister <br>Political Party: Nepali Congress '","","",""
"5964018443fbce217a9bc5bc#69","Nepalese Prime Ministers","Khadga Prasad Oli","2015-2016","'38th Prime Minister <br>Political Party: Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#70","Nepalese Prime Ministers","Pushpa Kamal Dahal","2016-2017","'33rd Prime Minister <br>Political Party: Unified Communist Party of Nepal '","","",""
"5964018443fbce217a9bc5bc#71","Nepalese Prime Ministers","Sher Bahadur Deuba","2017-current","'32nd Prime Minister <br>Political Party: Nepali Congress '","","",""
"596415dd43fbce217a9bc5be#0","Nepalese Kings","Prithvi Narayan Shah","1768-1775","'Nepalese Name: बडामहाराजधिराज पृथ्वीनारायण शाह<br>Notes: Son of Nara Bhupal Shah<br>Lifespan: 7 January 1723 - 11 January 1775 (aged 52)'","","",""
"596415dd43fbce217a9bc5be#1","Nepalese Kings","Pratap Singh Shah","1775-1777","'Nepalese Name: प्रतापसिंह शाह<br>Notes: Son of Prithvi Narayan Shah<br>Lifespan: 16 April 1751 – 17 November 1777 (aged 26)'","","",""
"596415dd43fbce217a9bc5be#2","Nepalese Kings","Rana Bahadur Shah","1777-1799","'Nepalese Name: रण बहादुर शाह<br>Notes: Son of Pratap Singh Shah<br>Lifespan: 25 May 1775 – 25 April 1806 (aged 30)'","","",""
"596415dd43fbce217a9bc5be#3","Nepalese Kings","Girvan Yuddha Bikram Shah","1799-1816","'Nepalese Name: गीर्वाणयुद्ध विक्रम शाह<br>Notes: Son of Rana Bahadur Shah<br>Lifespan: 19 October 1797 – 20 November 1816 (aged 19)'","","",""
"596415dd43fbce217a9bc5be#4","Nepalese Kings","Rajendra Bikram Shah","1816-1847","'Nepalese Name: राजेन्द्र बिक्रम शाह<br>Notes: Abdicated; Son of Girvan Yuddha Bikram Shah<br>Lifespan: 3 December 1813 – 10 July 1881 (aged 67)'","","",""
"596415dd43fbce217a9bc5be#5","Nepalese Kings","Surendra Bikram Shah","1847-1881","'Nepalese Name: सुरेन्द्र बिक्रम शाह<br>Notes: Son of Rajendra Bikram Shah<br>Lifespan: 20 October 1829 – 17 May 1881(aged 51)'","","",""
"596415dd43fbce217a9bc5be#6","Nepalese Kings","Prithvi Bir Bikram Shah","1880-1911","'Nepalese Name: पृथ्वी वीर बिक्रम शाह<br>Notes: Grandson of Surendra Bikram Shah<br>Lifespan: 18 August 1875 – 11 December 1911 (aged 36)'","","",""
"596415dd43fbce217a9bc5be#7","Nepalese Kings","Tribhuvan Bir Bikram Shah (1st reign)","1911-1950","'Nepalese Name: त्रिभुवन वीर बिक्रम शाह<br>Notes: Went into exile; Son of Prithvi Bir Bikram Shah<br>Lifespan: 30 June 1906 – 13 March 1955(aged 48)'","","",""
"596415dd43fbce217a9bc5be#8","Nepalese Kings","Gyanendra Bir Bikram Shah (1st reign)","1950-1951","'Nepalese Name: ज्ञानेन्द्र वीर बिक्रम शाह<br>Notes: Stepped down; Grandson of Tribhuvan Bir Bikram Shah<br>Lifespan: 7 July 1947(age 69)'","","",""
"596415dd43fbce217a9bc5be#9","Nepalese Kings","Tribhuvan Bir Bikram Shah (2nd reign)","1951-1955","'Nepalese Name: त्रिभुवन वीर बिक्रम शाह<br>Notes: Son of Prithvi Bir Bikram Shah<br>Lifespan: 30 June 1906 – 13 March 1955 (aged 48)'","","",""
"596415dd43fbce217a9bc5be#10","Nepalese Kings","Mahendra Bir Bikram Shah","1955-1972","'Nepalese Name: महेन्द्र वीर बिक्रम शाह<br>Notes: Son of Tribhuvan Bir Bikram Shah<br>Lifespan: 11 June 1920 – 31 January 1972(aged 51)'","","",""
"596415dd43fbce217a9bc5be#11","Nepalese Kings","Birendra Bir Bikram Shah","1972-2001","'Nepalese Name: वीरेन्द्र वीर बिक्रम शाह<br>Notes: Assasinated; Son of Mahendra Bir Bikram Shah<br>Lifespan: 28 December 1945 – 1 June 2001 (aged 55)'","","",""
"596415dd43fbce217a9bc5be#12","Nepalese Kings","Dipendra Bir Bikram Shah","2001-2001","'Nepalese Name: दीपेन्द्र वीर बिक्रम शाह<br>Notes: Committed suicide; Son of Birendra Bir Bikram Shah<br>Lifespan: 27 June 1971 – 4 June 2001(aged 29)'","","",""
"596415dd43fbce217a9bc5be#13","Nepalese Kings","Gyanendra Bir Bikram Shah (2nd reign)","2001-2008","'Nepalese Name: ज्ञानेन्द्र वीर बिक्रम शाह<br>Notes: Deposed; Son of Mahendra Bir Bikram Shah<br>Lifespan: 7 July 1947(age 69)'","","",""
"59652b8743fbce217a9bc5c0#0","Chinese Dynasties","Xia (Hsia) Dynasty","2100-1600 BCE","'Capitals: Yangcheng, Zhenxun<br>Summary: The Xia Dynasty was the first dynasty in traditional Chinese history. It was established by Yu the Great, who was the first person to successfully stop the flooding of major rivers, which had damaged their land. The existence of the Xia Dynasty remains unproven since there is little written evidence from that time.'","","",""
"59652b8743fbce217a9bc5c0#1","Chinese Dynasties","Shang Dynasty","1600-1050 BCE","'Capitals: near present-day Zhengzhou and Anyang<br>Summary: The Shang Dynasty is the first Chinese dynasty whose existence is supported by archaeological evidence. The stability of China during the Shang Dynasty led to many cultural advances such as industrialized bronze casting, the calendar, religious rituals, and writing.'","","",""
"59652b8743fbce217a9bc5c0#2","Chinese Dynasties","Western Zhou","1046-771 BCE","'Summary:  It began when King Wu of Zhou overthrew the Shang dynasty at the Battle of Muye. The dynasty was successful for about seventy-five years and then slowly lost power.'","","",""
"59652b8743fbce217a9bc5c0#3","Chinese Dynasties","Eastern Zhou","771-256 BCE","'Summary: The Eastern Zhou was characterized by an accelerating collapse of royal authority, although the ritual importance of the king allowed over five more centuries of rule. The Eastern Zhou, however, is also remembered as the golden age of Chinese philosophy. It also included the Spring and Autumn Period (770- 475 BCE), the philosophy and life of Confucius ( 551-479 BCE), and the Warring States Period ( 475-221 BCE)'","","",""
"59652b8743fbce217a9bc5c0#4","Chinese Dynasties","Qin Dynasty","221-206 BCE","'Capital: Chang`an<br>Summary: The Qin Dynasty unified China after the Warring States Period by making the government more centralized and ending feudalism, a system where peasants are loyal to landlords rather than the emperor.'","","",""
"59652b8743fbce217a9bc5c0#5","Chinese Dynasties","Western/Former Han","206 BCE-9 CE","'Capital: Chang`an<br> Summary: During this period, Confucianism becomes the basis of Chinese society.'","","",""
"59652b8743fbce217a9bc5c0#6","Chinese Dynasties","Eastern/Later Han","25-220 CE","'Capital: Luoyang<br>Summary: There were many advancements during the Eastern Han Dynasty, such as the invention of paper, but it eventually fell due to rebellions.'","","",""
"59652b8743fbce217a9bc5c0#7","Chinese Dynasties","Six Dynasties Period","220-589 CE","'Summary: Period of disunity and instability following the fall of the Han; Buddhism introduced to China.'","","",""
"59652b8743fbce217a9bc5c0#8","Chinese Dynasties","Three Kingdoms","220-265 CE","'Summary: The Three Kingdoms period is one of the bloodiest in Chinese history. Technology advanced significantly during this period. Although relatively short, this historical period has been greatly romanticized in the cultures of China, Japan, Korea, and Vietnam.'","","",""
"59652b8743fbce217a9bc5c0#9","Chinese Dynasties","Jin Dynasty","265-420 CE","'Capital: Chang`an<br>Summary: Western Jin reunited China in 280, but fairly shortly thereafter fell into a succession crisis, civil war, and invasion by the ""Five Barbarians."" The rebels and invaders began to establish new self-proclaimed states in the Yellow River valley in 304.'","","",""
"59652b8743fbce217a9bc5c0#10","Chinese Dynasties","Period of the Northern and Southern Dynasties","386-589 CE","'Summary:  An age of civil war and political chaos, it was also a time of flourishing arts and culture, advancement in technology, and the spread of Mahayana Buddhism and Daoism.'","","",""
"59652b8743fbce217a9bc5c0#11","Chinese Dynasties","Sui Dynasty","581-618 CE","'Summary: The Sui unified the Northern and Southern dynasties and reinstalled the rule of ethnic Han Chinese in the entirety of China '","","",""
"59652b8743fbce217a9bc5c0#12","Chinese Dynasties","Tang (T'ang) Dynasty","618-906 CE","'Capitals: Chang`an and Luoyang<br>Summary:  It is generally regarded as a high point in Chinese civilization, and a golden age of cosmopolitan culture. Its territory, acquired through the military campaigns of its early rulers, rivaled that of the Han dynasty, and the Tang capital at Chang`an was the most populous city in the world.'","","",""
"59652b8743fbce217a9bc5c0#13","Chinese Dynasties","Five Dynasties Period","907-960 CE","'Summary: An era of political upheaval in 10th-century Imperial China. Five states quickly succeeded one another in the Central Plain, and more than a dozen concurrent states were established elsewhere, mainly in South China.'","","",""
"59652b8743fbce217a9bc5c0#14","Chinese Dynasties","Song Dynasty","960-1279","'Capital: Bianjing (present-day Kaifeng)<br>Summary:  It was the first government in world history to issue banknotes or true paper money nationally and the first Chinese government to establish a permanent standing navy. This dynasty also saw the first known use of gunpowder, as well as the first discernment of true north using a compass'","","",""
"59652b8743fbce217a9bc5c0#15","Chinese Dynasties","Yuan Dynasty","1279-1368","'Capital: Dadu (present-day Beijing)<br>Summary: The empire or ruling dynasty of China established by Kublai Khan, leader of the Mongols. Although the Mongols had ruled territories including the North China of today for decades, it was not until 1271 that Kublai Khan officially proclaimed the dynasty in the traditional Chinese style.'","","",""
"59652b8743fbce217a9bc5c0#16","Chinese Dynasties","Ming Dynasty","1368-1644","'Capitals: Nanjing and Beijing<br>Summary:  The Ming, described by some as ""one of the greatest eras of orderly government and social stability in human history"",was the last imperial dynasty in China ruled by ethnic Han Chinese.'","","",""
"59652b8743fbce217a9bc5c0#17","Chinese Dynasties","Qing (Ch'ing) Dynasty","1644-1912","'Capital: Beijing<br>Summary: The last imperial dynasty of China, the Qing Dynasty was referred to as the Manchu Dynasty because the rulers were foreigners from Manchuria.'","","",""
"59652b8743fbce217a9bc5c0#18","Chinese Dynasties","Republic of China","1912-1949","'Capitals: Beijing, Wuhan, and Nanjing<br>Summary: The new era of Chinese history was marked by instability, famine, and warfare.'","","",""
"59652b8743fbce217a9bc5c0#19","Chinese Dynasties","People's Republic of China","1949-present","'Capital: Beijing<br>Summary: After a long civil war, the Communist victory led by Chairman Mao Zedong created a country known as the People`s Republic of China. With more than 1.3 billion people, it is the most populated country in the world.'","","",""
"596536f343fbce217a9bc5c2#0","Nepalese Dynasties","Licchavi Dynasty","400-879","'The Licchavi clan, after losing power, went to Kathmandu and attacked and defeated the previous king. Their government was mainly ruled by a ""great king,"" and the nobles influenced both land and military decisions.  Their economy was focused on agriculture.'","","",""
"596536f343fbce217a9bc5c2#1","Nepalese Dynasties","Thakuri Dynasty","880-1201","'Although not much art was created during this time, practical developments, such as the introduction of twenty-five paisa coins, began during the Thakuri title.'","","",""
"596536f343fbce217a9bc5c2#2","Nepalese Dynasties","Malla Dynasty","1201-1769","'During the Malla period, there was fighting and conflict between the three Kingdoms of the Kathmandu Valley over valuable trade routes to Tibet. The trade on these trade routes provided money for these Kingdoms to construct many temples and buildings in the Kathmandu Valley. The Mallas also introduced the festivals or holidays of Indra Jatra and Matsyendranath.'","","",""
"596536f343fbce217a9bc5c2#3","Nepalese Dynasties","Shah Dynasty","1769-2008 ","'The Shah title marks the beginning of modern Nepalese history and is best known for being the time when the many ethnic groups of Nepal were unified under a single government. During the Rana rule from 1846-1951, the Shah kings were only figureheads.'","","",""
"596536f343fbce217a9bc5c2#4","Nepalese Dynasties","Rana Dynasty","1846-1951","'Under Rana rule, the Shah king had no actual power, and the prime minister and other government positions ruled. These positions were based on family ties and the Rana family controlled the government. The Rana were connected to the British government and helped each other out. Rana rule was marked by abuse of power, selfishness for immoral personal gains, economic and religious ill-treatment.'","","",""
"596e958d42e96636c974c7a1#0","Nepalese Modern History","Gurkha ruler conquers Kathmandu","1768","'Gurkha ruler Prithvi Narayan Shah conquers Kathmandu and lays the foundations for a unified kingdom.'","","",""
"596e958d42e96636c974c7a1#1","Nepalese Modern History","Nepalese army loses to China","1792","'Nepalese expansion stopped when their military loses to China in Sino-Nepalese War.'","","",""
"596e958d42e96636c974c7a1#2","Nepalese Modern History","End of Anglo-Nepalese War","1816","'At the end of the Anglo-Nepalese War (1814-1816), a treaty is signed that creates Nepal`s current boundaries.'","","",""
"596e958d42e96636c974c7a1#3","Nepalese Modern History","Ranas take control of Nepal","1846","'Ranas take control of Nepal, and proceed to cut off Nepal from outside world.'","","",""
"596e958d42e96636c974c7a1#4","Nepalese Modern History","Nepal-Britain Treaty of 1923","1923","'Treaty with Britain affirms Nepal`s independence.'","","",""
"596e958d42e96636c974c7a1#5","Nepalese Modern History","End of Rana rule","1951","'Rana rule comes to an end. The monarchy is restored and anti-Rana rebels in Nepalese Congress Party (NCP) form government.'","","",""
"596e958d42e96636c974c7a1#6","Nepalese Modern History","Nepal joins the United Nations","1955","'Nepal joins the United Nations, an international organization that works to improve peace and human rights. Nepal was the 72nd country to join the United Nations.'","","",""
"596e958d42e96636c974c7a1#7","Nepalese Modern History","Multi-party constitution adopted","1959","'Multi-party constitution adopted. The constitution is modeled after Britain and India, and it created a constitutional monarchy with a democratically elected parliament.'","","",""
"596e958d42e96636c974c7a1#8","Nepalese Modern History","King Mahendra takes control","1960","'King Mahendra seizes control and suspends the constitution after NCP wins elections.'","","",""
"596e958d42e96636c974c7a1#9","Nepalese Modern History","New constitution creates ""panchayat""","1962","'New constitution creates a non-party system known as ""panchayat"" where the king exercises complete power.'","","",""
"596e958d42e96636c974c7a1#10","Nepalese Modern History","Nepali Congress Party (NCP) protests","1985","'NCP protests to return to a multi-party system instead of a monarchy.'","","",""
"596e958d42e96636c974c7a1#11","Nepalese Modern History","NCP boycotts elections","1986","'New elections boycotted by NCP because they are demanding political change. Many NCP protestors are arrested.'","","",""
"596e958d42e96636c974c7a1#12","Nepalese Modern History","People's Movement forces democratic constitution","1990","'In response to bloody protests known as the People`s Movement, King Birendra agrees to new democratic constitution.'","","",""
"596e958d42e96636c974c7a1#13","Nepalese Modern History","NCP wins first democratic elections","1991","'Nepali Congress Party wins first democratic elections. Girija Prasad Koirala becomes prime minister.'","","",""
"596e958d42e96636c974c7a1#14","Nepalese Modern History","Communist government elected","1994","'Koirala`s government is defeated by Maoist rebels and a Communist government is elected.'","","",""
"596e958d42e96636c974c7a1#15","Nepalese Modern History","Maoist revolt against monarchy begins","1995","'Communist government is dissolved. The bloody Maoist revolt is started by rebels who want to end the monarchy.'","","",""
"596e958d42e96636c974c7a1#16","Nepalese Modern History","Gyanendra is crowned king","June 2001","'Crown Prince Dipendra kills King Birendra and Queen Aishwarya before shooting himself. The king`s brother, Gyanendra, is crowned king.'","","",""
"596e958d42e96636c974c7a1#17","Nepalese Modern History","State of emergency declared","November 2001","'State of emergency declared after more than 100 people are killed in four days of violent protest.'","","",""
"596e958d42e96636c974c7a1#18","Nepalese Modern History","Parliament is dissolved","May 2002","'Parliament is dissolved and new elections are scheduled.'","","",""
"596e958d42e96636c974c7a1#19","Nepalese Modern History","A ceasefire is declared","January 2003","'The rebels and the government declare a ceasefire in order to reduce violence.'","","",""
"596e958d42e96636c974c7a1#20","Nepalese Modern History","Nepal joins the World Trade Organization","April 2004","'Nepal joins the World Trade Organization (WTO), a global organization that establishes rules about trading across most countries and settles disagreements about trade.'","","",""
"596e958d42e96636c974c7a1#21","Nepalese Modern History","State of emergency declared","February 2005","'King Gyanendra dismisses Parliament and declares a state of emergency.'","","",""
"596e958d42e96636c974c7a1#22","Nepalese Modern History","The state of emergency lifted","April 2005","'King Gyanendra lifts the state of emergency and reinstates parliament.'","","",""
"596e958d42e96636c974c7a1#23","Nepalese Modern History","New program to restore democracy","November 2005","'Maoist rebels and other pro-democracy parties agree on a program to restore democracy.'","","",""
"596e958d42e96636c974c7a1#24","Nepalese Modern History","King Gyanendra agrees to restore parliament","April 2006","'King Gyanendra agrees to reinstate parliament. Maoist rebels call a three-month ceasefire.'","","",""
"596e958d42e96636c974c7a1#25","Nepalese Modern History","Comprehensive Peace Agreement","November 2006","'The government signs a peace deal with the Maoists known as the Comprehensive Peace Agreement, ending the rebellion.'","","",""
"596e958d42e96636c974c7a1#26","Nepalese Modern History","Maoists temporarily join the government","April 2007","'Maoists join the government, ending the Nepalese Civil War. After a peace meeting with leaders from all of Nepal`s major political parties, the Maoists were sworn in as ministers.'","","",""
"596e958d42e96636c974c7a1#27","Nepalese Modern History","Maoists quit the government","September 2007","'Former Maoist rebels quit the government all at once, demanding the end of the monarchy before the upcoming election.'","","",""
"596e958d42e96636c974c7a1#28","Nepalese Modern History","Parliament ends the monarchy","December 2007","'Parliament ends the monarchy as part of peace deal with Maoists, who agree to rejoin government.'","","",""
"596e958d42e96636c974c7a1#29","Nepalese Modern History","Nepal becomes a republic","May 2008","'The newly elected Nepalese Constituent Assembly declares Nepal to be a federal republic with a Prime Minister, rather than the king, as the head of state. This ends 240 years of royal rule in Nepal.'","","",""
"596e958d42e96636c974c7a1#30","Nepalese Modern History","Ram Baran Yadav becomes first president","July 2008","'Ram Baran Yadav becomes Nepal`s first president after winning the 308 out of 601 votes from the Nepalese Constituent Assembly. His vice president is Parmanand Jha.'","","",""
"596e958d42e96636c974c7a1#31","Nepalese Modern History","Parliament passes new constitution ","September 2015","'Parliament passes a constitution that declares that Nepal is secular (non-religious). The constitution also promotes human rights by protecting many forms of discrimination.'","","",""
"59763bb869c92a130a13eca4#0","Mt. Everest","Peak XV established as highest mountain in the world","1852","'The Great Trigonometrical Survey of India establishes that Peak XV (soon to be named Everest) in the Himalayas is the highest mountain in the world.'","","",""
"59763bb869c92a130a13eca4#1","Mt. Everest","Peak XV named Mount Everest","1865","'The highest mountain in the world is named after Sir George Everest, the British Surveyor General from 1830-1843.'","","",""
"59763bb869c92a130a13eca4#2","Mt. Everest","First attempt to climb Mt. Everest is made","1921","'The first attempt to climb Mt. Everest is made by a British team which included George Mallory.'","","",""
"59763bb869c92a130a13eca4#3","Mt. Everest","First recorded deaths on Everest occur","1922","'The first recorded deaths on Everest occur when seven Sherpa porters, part of a British climb, die in an avalanche.'","","",""
"59763bb869c92a130a13eca4#4","Mt. Everest","Climbers disappear on their way to the summit","1924","'English mountain climber George Mallory, 38, and Andrew Irvine, 22, disappear on their way to the summit. They were last seen by a member of the climb, who reported they ""were going strong for the top."" Whether they reached the summit remains a mystery.'","","",""
"59763bb869c92a130a13eca4#5","Mt. Everest","Climbers almost reach South Summit","1952","'Swiss climber Raymond Lambert and famous Sherpa climber Tenzing Norgay almost make it to the South Summit before turning back.'","","",""
"59763bb869c92a130a13eca4#6","Mt. Everest","First ever summit of Everest","1953","'The first summit of Everest is accomplished by Edmund Hillary of New Zealand, for the British Commonwealth, and Tenzing Norgay, a Sherpa from India.'","","",""
"59763bb869c92a130a13eca4#7","Mt. Everest","First American summits Everest","1963","'The first American, James Whittaker, summits Everest.'","","",""
"59763bb869c92a130a13eca4#8","Mt. Everest","First woman summits Everest","1975","'Junko Tabei from Japan becomes the first woman to summit.'","","",""
"59763bb869c92a130a13eca4#9","Mt. Everest","First climbers without extra oxygen summit","1978","'Reinhold Messner (Italy) and Peter Habeler (Austria) become the first people to summit Everest without the help of extra oxygen.'","","",""
"59763bb869c92a130a13eca4#10","Mt. Everest","First solo ascent of Everest","1980","'Reinhold Messner makes the first solo ascent of Everest (also without the help of extra oxygen).'","","",""
"59763bb869c92a130a13eca4#11","Mt. Everest","15 climbers die on Everest","1996","'15 climbers died on Everest, which is the most deaths in a single year.'","","",""
"59763bb869c92a130a13eca4#12","Mt. Everest","142 climbers summit Everest","2000","'142 climbers make it to the summit, which is the most ever in a single year.'","","",""
"59763bb869c92a130a13eca4#13","Mt. Everest","First blind person summits Everest","2001","'American Erik Weihenmayer becomes the first blind person to reach the top of Everest.'","","",""
"59763bb869c92a130a13eca4#14","Mt. Everest","Miura (70) and Kipa (15) become oldest and youngest climbers","2003","'At age 70, Japanese climber Yuichiro Miura becomes the oldest person ever to reach the summit of Everest, and a 15-year-old Sherpa girl, Ming Kipa, becomes the youngest.'","","",""
"59763bb869c92a130a13eca4#15","Mt. Everest","Sherpa sets record for most summits of Everest (16)","2006","'Apa Sherpa climbs Everest for the 16th time, breaking his own record for being the person who has climbed Everest the most. He first summited in 1989.'","","",""
"59763bb869c92a130a13eca4#16","Mt. Everest","Arayama (70) becomes oldest climber","2006","'Takao Arayama becomes the oldest Everest climber at 70 years, 7 months, and 13 days.'","","",""
"59763bb869c92a130a13eca4#17","Mt. Everest","Yanagisawa (71) becomes oldest climber","2007","'Katsusuke Yanagisawa, 71, becomes the oldest person to climb Everest.'","","",""
"59763bb869c92a130a13eca4#18","Mt. Everest","Sherpa sets new record for most summits (18)","2008","'On May 22, Apa, an experienced Sherpa guide, climbed to the top of Mount Everest for the 18th time at age 47, beating his own record for the most summits of the Everest.'","","",""
"59763bb869c92a130a13eca4#19","Mt. Everest","Sherchan (76) becomes oldest climber","2008","'Nepalese Min Bahadur Sherchan, 76, became the oldest person to summit Everest on May 25.'","","",""
